	pident
20529	100.0
20530	100.0
20531	100.0
20532	100.0
20533	100.0
20534	100.0
20535	100.0
20536	100.0
20537	100.0
20538	100.0
20539	100.0
20540	100.0
20541	100.0
20542	100.0
20543	100.0
20544	100.0
20545	100.0
20546	100.0
20547	100.0
20548	100.0
20549	100.0
20550	100.0
20551	100.0
20552	100.0
20553	100.0
20554	100.0
20555	100.0
20556	100.0
20557	100.0
20558	100.0
20559	100.0
20560	100.0
20561	100.0
20562	100.0
20563	100.0
20564	100.0
20565	100.0
20566	100.0
20567	100.0
20568	100.0
20569	100.0
20570	100.0
20571	100.0
20572	100.0
20573	100.0
20574	100.0
20575	100.0
20576	100.0
20577	100.0
20578	100.0
20579	100.0
20580	100.0
20581	100.0
20582	100.0
20583	100.0
20584	100.0
20585	100.0
20586	100.0
20587	100.0
20588	100.0
20589	100.0
20590	100.0
20591	100.0
20592	100.0
20593	100.0
20594	100.0
20595	100.0
20596	100.0
20597	100.0
20598	100.0
20599	100.0
20600	100.0
20601	100.0
20602	100.0
20603	100.0
20604	100.0
20605	100.0
20606	100.0
20607	100.0
20608	100.0
20609	100.0
20610	100.0
20611	100.0
20612	100.0
20613	100.0
20614	100.0
20615	100.0
20616	100.0
20617	100.0
20618	100.0
20619	100.0
20620	100.0
20621	100.0
20622	100.0
20623	100.0
20624	100.0
20625	100.0
20626	100.0
20627	100.0
20628	100.0
20629	100.0
20630	100.0
20631	100.0
20632	100.0
20633	100.0
20634	100.0
20635	100.0
20636	100.0
20637	100.0
20638	100.0
20639	100.0
20640	100.0
20641	100.0
20642	100.0
20643	100.0
20644	100.0
20645	100.0
20646	100.0
20647	100.0
20648	100.0
20649	100.0
20650	100.0
20651	100.0
20652	100.0
20653	100.0
20654	100.0
20655	100.0
20656	100.0
20657	100.0
20658	100.0
20659	100.0
20660	100.0
20661	100.0
20662	100.0
20663	100.0
20664	100.0
20665	100.0
20666	100.0
20667	100.0
20668	100.0
20669	100.0
20670	100.0
20671	100.0
20672	100.0
20673	100.0
20674	100.0
20675	100.0
20676	100.0
20677	100.0
20678	100.0
20679	100.0
20680	100.0
20681	100.0
20682	100.0
20683	100.0
20684	100.0
20685	100.0
20686	100.0
20687	100.0
20688	100.0
20689	100.0
20690	100.0
20691	100.0
20692	100.0
20693	100.0
20694	100.0
20695	100.0
20696	100.0
20697	100.0
20698	100.0
20699	100.0
20700	100.0
20701	100.0
20702	100.0
20703	100.0
20704	100.0
20705	100.0
20706	100.0
20707	100.0
20708	100.0
20709	100.0
20710	100.0
20711	100.0
20712	100.0
20713	100.0
20714	100.0
20715	100.0
20716	100.0
20717	100.0
20718	100.0
20719	100.0
20720	100.0
20721	100.0
20722	100.0
20723	100.0
20724	100.0
20725	100.0
20726	100.0
20727	100.0
20728	100.0
20729	100.0
20730	100.0
20731	100.0
20732	100.0
20733	100.0
20734	100.0
20735	100.0
20736	100.0
20737	100.0
20738	100.0
20739	100.0
20740	100.0
20741	100.0
20742	100.0
20743	100.0
20744	100.0
20745	100.0
20746	100.0
20747	100.0
20748	100.0
20749	100.0
20750	100.0
20751	100.0
20752	100.0
20753	100.0
20754	100.0
20755	100.0
20756	100.0
20757	100.0
20758	100.0
20759	100.0
20760	100.0
20761	100.0
20762	100.0
20763	100.0
20764	100.0
20765	100.0
20766	100.0
20767	100.0
20768	100.0
20769	100.0
20770	100.0
20771	100.0
20772	100.0
20773	100.0
20774	100.0
20775	100.0
20776	100.0
20777	100.0
20778	100.0
20779	100.0
20780	100.0
20781	100.0
20782	100.0
20783	100.0
20784	100.0
20785	100.0
20786	100.0
20787	100.0
20788	100.0
20789	100.0
20790	100.0
20791	100.0
20792	100.0
20793	100.0
20794	100.0
20795	100.0
20796	100.0
20797	100.0
20798	100.0
20799	100.0
20800	100.0
20801	100.0
20802	100.0
20803	100.0
20804	100.0
20805	100.0
20806	100.0
20807	100.0
20808	100.0
20809	100.0
20810	100.0
20811	100.0
20812	100.0
20813	100.0
20814	100.0
20815	100.0
20816	100.0
20817	100.0
20818	100.0
20819	100.0
20820	100.0
20821	100.0
20822	100.0
20823	100.0
20824	100.0
20825	100.0
20826	100.0
20827	100.0
20828	100.0
20829	100.0
20830	100.0
20831	100.0
20832	100.0
20833	100.0
20834	100.0
20835	100.0
20836	100.0
20837	100.0
20838	100.0
20839	100.0
20840	100.0
20841	100.0
20842	100.0
20843	100.0
20844	100.0
20845	100.0
20846	100.0
20847	100.0
20848	100.0
20849	100.0
20850	100.0
20851	100.0
20852	100.0
20853	100.0
20854	100.0
20855	100.0
20856	100.0
20857	100.0
20858	100.0
20859	100.0
20860	100.0
20861	100.0
20862	100.0
20863	100.0
20864	100.0
20865	100.0
20866	100.0
20867	100.0
20868	100.0
20869	100.0
20870	100.0
20871	100.0
20872	100.0
20873	100.0
20874	100.0
20875	100.0
20876	100.0
20877	100.0
20878	100.0
20879	100.0
20880	100.0
20881	100.0
20882	100.0
20883	100.0
20884	100.0
20885	100.0
20886	100.0
20887	100.0
20888	100.0
20889	100.0
20890	100.0
20891	100.0
20892	100.0
20893	100.0
20894	100.0
20895	100.0
20896	100.0
20897	100.0
20898	100.0
20899	100.0
20900	100.0
20901	100.0
20902	100.0
20903	100.0
20904	100.0
20905	100.0
20906	100.0
20907	100.0
20908	100.0
20909	100.0
20910	100.0
20911	100.0
20912	100.0
20913	100.0
20914	100.0
20915	100.0
20916	100.0
20917	100.0
20918	100.0
20919	100.0
20920	100.0
20921	100.0
20922	100.0
20923	100.0
20924	100.0
20925	100.0
20926	100.0
20927	100.0
20928	100.0
20929	100.0
20930	100.0
20931	100.0
20932	100.0
20933	100.0
20934	100.0
20935	100.0
20936	100.0
20937	100.0
20938	100.0
20939	100.0
20940	100.0
20941	100.0
20942	100.0
20943	100.0
20944	100.0
20945	100.0
20946	100.0
20947	100.0
20948	100.0
20949	100.0
20950	100.0
20951	100.0
20952	100.0
20953	100.0
20954	100.0
20955	100.0
20956	100.0
20957	100.0
20958	100.0
20959	100.0
20960	100.0
20961	100.0
20962	100.0
20963	100.0
20964	100.0
20965	100.0
20966	100.0
20967	100.0
20968	100.0
20969	100.0
20970	100.0
20971	100.0
20972	100.0
20973	100.0
20974	100.0
20975	100.0
20976	100.0
20977	100.0
20978	100.0
20979	100.0
20980	100.0
20981	100.0
20982	100.0
20983	100.0
20984	100.0
20985	100.0
20986	100.0
20987	100.0
20988	100.0
20989	100.0
20990	100.0
20991	100.0
20992	100.0
20993	100.0
20994	100.0
20995	100.0
20996	100.0
20997	100.0
20998	100.0
20999	100.0
21000	100.0
21001	100.0
21002	100.0
21003	100.0
21004	100.0
21005	100.0
21006	100.0
21007	100.0
21008	100.0
21009	100.0
21010	100.0
21011	100.0
21012	100.0
21013	100.0
21014	100.0
21015	100.0
21016	100.0
21017	100.0
21018	100.0
21019	100.0
21020	100.0
21021	100.0
21022	100.0
21023	100.0
21024	100.0
21025	100.0
21026	100.0
21027	100.0
21028	100.0
21029	100.0
21030	100.0
21031	100.0
21032	100.0
21033	100.0
21034	100.0
21035	100.0
21036	100.0
21037	100.0
21038	100.0
21039	100.0
21040	100.0
21041	100.0
21042	100.0
21043	100.0
21044	100.0
21045	100.0
21046	100.0
21047	100.0
21048	100.0
21049	100.0
21050	100.0
21051	100.0
21052	100.0
21053	100.0
21054	100.0
21055	100.0
21056	100.0
21057	100.0
21058	100.0
21059	100.0
21060	100.0
21061	100.0
21062	100.0
21063	100.0
21064	100.0
21065	100.0
21066	100.0
21067	100.0
21068	100.0
21069	100.0
21070	100.0
21071	100.0
21072	100.0
21073	100.0
21074	100.0
21075	100.0
21076	100.0
21077	100.0
21078	100.0
21079	100.0
21080	100.0
21081	100.0
21082	100.0
21083	100.0
21084	100.0
21085	100.0
21086	100.0
21087	100.0
21088	100.0
21089	100.0
21090	100.0
21091	100.0
21092	100.0
21093	100.0
21094	100.0
21095	100.0
21096	100.0
21097	100.0
21098	100.0
21099	100.0
21100	100.0
21101	100.0
21102	100.0
21103	100.0
21104	100.0
21105	100.0
21106	100.0
21107	100.0
21108	100.0
21109	100.0
21110	100.0
21111	100.0
21112	100.0
21113	100.0
21114	100.0
21115	100.0
21116	100.0
21117	100.0
21118	100.0
21119	100.0
21120	100.0
21121	100.0
21122	100.0
21123	100.0
21124	100.0
21125	100.0
21126	100.0
21127	100.0
21128	100.0
21129	100.0
21130	100.0
21131	100.0
21132	100.0
21133	100.0
21134	100.0
21135	100.0
21136	100.0
21137	100.0
21138	100.0
21139	100.0
21140	100.0
21141	100.0
21142	100.0
21143	100.0
21144	100.0
21145	100.0
21146	100.0
21147	100.0
21148	100.0
21149	100.0
21150	100.0
21151	100.0
21152	100.0
21153	100.0
21154	100.0
21155	100.0
21156	100.0
21157	100.0
21158	100.0
21159	100.0
21160	100.0
21161	100.0
21162	100.0
21163	100.0
21164	100.0
21165	100.0
21166	100.0
21167	100.0
21168	100.0
21169	100.0
21170	100.0
21171	100.0
21172	100.0
21173	100.0
21174	100.0
21175	100.0
21176	100.0
21177	100.0
21178	100.0
21179	100.0
21180	100.0
21181	100.0
21182	100.0
21183	100.0
21184	100.0
21185	100.0
21186	100.0
21187	100.0
21188	100.0
21189	100.0
21190	100.0
21191	100.0
21192	100.0
21193	100.0
21194	100.0
21195	100.0
21196	100.0
21197	100.0
21198	100.0
21199	100.0
21200	100.0
21201	100.0
21202	100.0
21203	100.0
21204	100.0
21205	100.0
21206	100.0
21207	100.0
21208	100.0
21209	100.0
21210	100.0
21211	100.0
21212	100.0
21213	100.0
21214	100.0
21215	100.0
21216	100.0
21217	100.0
21218	100.0
21219	100.0
21220	100.0
21221	100.0
21222	100.0
21223	100.0
21224	100.0
21225	100.0
21226	100.0
21227	100.0
21228	100.0
21229	100.0
21230	100.0
21231	100.0
21232	100.0
21233	100.0
21234	100.0
21235	100.0
21236	100.0
21237	100.0
21238	100.0
21239	100.0
21240	100.0
21241	100.0
21242	100.0
21243	100.0
21244	100.0
21245	100.0
21246	100.0
21247	100.0
21248	100.0
21249	100.0
21250	100.0
21251	100.0
21252	100.0
21253	100.0
21254	100.0
21255	100.0
21256	100.0
21257	100.0
21258	100.0
21259	100.0
21260	100.0
21261	100.0
21262	100.0
21263	100.0
21264	100.0
21265	100.0
21266	100.0
21267	100.0
21268	100.0
21269	100.0
21270	100.0
21271	100.0
21272	100.0
21273	100.0
21274	100.0
21275	100.0
21276	100.0
21277	100.0
21278	100.0
21279	100.0
21280	100.0
21281	100.0
21282	100.0
21283	100.0
21284	100.0
21285	100.0
21286	100.0
21287	100.0
21288	100.0
21289	100.0
21290	100.0
21291	100.0
21292	100.0
21293	100.0
21294	100.0
21295	100.0
21296	100.0
21297	100.0
21298	100.0
21299	100.0
21300	100.0
21301	100.0
21302	100.0
21303	100.0
21304	100.0
21305	100.0
21306	100.0
21307	100.0
21308	100.0
21309	100.0
21310	100.0
21311	100.0
21312	100.0
21313	100.0
21314	100.0
21315	100.0
21316	100.0
21317	100.0
21318	100.0
21319	100.0
21320	100.0
21321	100.0
21322	100.0
21323	100.0
21324	100.0
21325	100.0
21326	100.0
21327	100.0
21328	100.0
21329	100.0
21330	100.0
21331	100.0
21332	100.0
21333	100.0
21334	100.0
21335	100.0
21336	100.0
21337	100.0
21338	100.0
21339	100.0
21340	100.0
21341	100.0
21342	100.0
21343	100.0
21344	100.0
21345	100.0
21346	100.0
21347	100.0
21348	100.0
21349	100.0
21350	100.0
21351	100.0
21352	100.0
21353	100.0
21354	100.0
21355	100.0
21356	100.0
21357	100.0
21358	100.0
21359	100.0
21360	100.0
21361	100.0
21362	100.0
21363	100.0
21364	100.0
21365	100.0
21366	100.0
21367	100.0
21368	100.0
21369	100.0
21370	100.0
21371	100.0
21372	100.0
21373	100.0
21374	100.0
21375	100.0
21376	100.0
21377	100.0
21378	100.0
21379	100.0
21380	100.0
21381	100.0
21382	100.0
21383	100.0
21384	100.0
21385	100.0
21386	100.0
21387	100.0
21388	100.0
21389	100.0
21390	100.0
21391	100.0
21392	100.0
21393	100.0
21394	100.0
21395	100.0
21396	100.0
21397	100.0
21398	100.0
21399	100.0
21400	100.0
21401	100.0
21402	100.0
21403	100.0
21404	100.0
21405	100.0
21406	100.0
21407	100.0
21408	100.0
21409	100.0
21410	100.0
21411	100.0
21412	100.0
21413	100.0
21414	100.0
21415	100.0
21416	100.0
21417	100.0
21418	100.0
21419	100.0
21420	100.0
21421	100.0
21422	100.0
21423	100.0
21424	100.0
21425	100.0
21426	100.0
21427	100.0
21428	100.0
21429	100.0
21430	100.0
21431	100.0
21432	100.0
21433	100.0
21434	100.0
21435	100.0
21436	100.0
21437	100.0
21438	100.0
21439	100.0
21440	100.0
21441	100.0
21442	100.0
21443	100.0
21444	100.0
21445	100.0
21446	100.0
21447	100.0
21448	100.0
21449	100.0
21450	100.0
21451	100.0
21452	100.0
21453	100.0
21454	100.0
21455	100.0
21456	100.0
21457	100.0
21458	100.0
21459	100.0
21460	100.0
21461	100.0
21462	100.0
21463	100.0
21464	100.0
21465	100.0
21466	100.0
21467	100.0
21468	100.0
21469	100.0
21470	100.0
21471	100.0
21472	100.0
21473	100.0
21474	100.0
21475	100.0
21476	100.0
21477	100.0
21478	100.0
21479	100.0
21480	100.0
21481	100.0
21482	100.0
21483	100.0
21484	100.0
21485	100.0
21486	100.0
21487	100.0
21488	100.0
21489	100.0
21490	100.0
21491	100.0
21492	100.0
21493	100.0
21494	100.0
21495	100.0
21496	100.0
21497	100.0
21498	100.0
21499	100.0
21500	100.0
21501	100.0
21502	100.0
21503	100.0
21504	100.0
21505	100.0
21506	100.0
21507	100.0
21508	100.0
21509	100.0
21510	100.0
21511	100.0
21512	100.0
21513	100.0
21514	100.0
21515	100.0
21516	100.0
21517	100.0
21518	100.0
21519	100.0
21520	100.0
21521	100.0
21522	100.0
21523	100.0
21524	100.0
21525	100.0
21526	100.0
21527	100.0
21528	100.0
21529	100.0
21530	100.0
21531	100.0
21532	100.0
21533	100.0
21534	100.0
21535	100.0
21536	100.0
21537	100.0
21538	100.0
21539	100.0
21540	100.0
21541	100.0
21542	100.0
21543	100.0
21544	100.0
21545	100.0
21546	100.0
21547	100.0
21548	100.0
21549	100.0
21550	100.0
21551	100.0
21552	100.0
21553	100.0
21554	100.0
21555	100.0
21556	100.0
21557	100.0
21558	100.0
21559	100.0
21560	100.0
21561	100.0
21562	100.0
21563	100.0
21564	100.0
21565	100.0
21566	100.0
21567	100.0
21568	100.0
21569	100.0
21570	100.0
21571	100.0
21572	100.0
21573	100.0
21574	100.0
21575	100.0
21576	100.0
21577	100.0
21578	100.0
21579	100.0
21580	100.0
21581	100.0
21582	100.0
21583	100.0
21584	100.0
21585	100.0
21586	100.0
21587	100.0
21588	100.0
21589	100.0
21590	100.0
21591	100.0
21592	100.0
21593	100.0
21594	100.0
21595	100.0
21596	100.0
21597	100.0
21598	100.0
21599	100.0
21600	100.0
21601	100.0
21602	100.0
21603	100.0
21604	100.0
21605	100.0
21606	100.0
21607	100.0
21608	100.0
21609	100.0
21610	100.0
21611	100.0
21612	100.0
21613	100.0
21614	100.0
21615	100.0
21616	100.0
21617	100.0
21618	100.0
21619	100.0
21620	100.0
21621	100.0
21622	100.0
21623	100.0
21624	100.0
21625	100.0
21626	100.0
21627	100.0
21628	100.0
21629	100.0
21630	100.0
21631	100.0
21632	100.0
21633	100.0
21634	100.0
21635	100.0
21636	100.0
21637	100.0
21638	100.0
21639	100.0
21640	100.0
21641	100.0
21642	100.0
21643	100.0
21644	100.0
21645	100.0
21646	100.0
21647	100.0
21648	100.0
21649	100.0
21650	100.0
21651	100.0
21652	100.0
21653	100.0
21654	100.0
21655	100.0
21656	100.0
21657	100.0
21658	100.0
21659	100.0
21660	100.0
21661	100.0
21662	100.0
21663	100.0
21664	100.0
21665	100.0
21666	100.0
21667	100.0
21668	100.0
21669	100.0
21670	100.0
21671	100.0
21672	100.0
21673	100.0
21674	100.0
21675	100.0
21676	100.0
21677	100.0
21678	100.0
21679	100.0
21680	100.0
21681	100.0
21682	100.0
21683	100.0
21684	100.0
21685	100.0
21686	100.0
21687	100.0
21688	100.0
21689	100.0
21690	100.0
21691	100.0
21692	100.0
21693	100.0
21694	100.0
21695	100.0
21696	100.0
21697	100.0
21698	100.0
21699	100.0
21700	100.0
21701	100.0
21702	100.0
21703	100.0
21704	100.0
21705	100.0
21706	100.0
21707	100.0
21708	100.0
21709	100.0
21710	100.0
21711	100.0
21712	100.0
21713	100.0
21714	100.0
21715	100.0
21716	100.0
21717	100.0
21718	100.0
21719	100.0
21720	100.0
21721	100.0
21722	100.0
21723	100.0
21724	100.0
21725	100.0
21726	100.0
21727	100.0
21728	100.0
21729	100.0
21730	100.0
21731	100.0
21732	100.0
21733	100.0
21734	100.0
21735	100.0
21736	100.0
21737	100.0
21738	100.0
21739	100.0
21740	100.0
21741	100.0
21742	100.0
21743	100.0
21744	100.0
21745	100.0
21746	100.0
21747	100.0
21748	100.0
21749	100.0
21750	100.0
21751	100.0
21752	100.0
21753	100.0
21754	100.0
21755	100.0
21756	100.0
21757	100.0
21758	100.0
21759	100.0
21760	100.0
21761	100.0
21762	100.0
21763	100.0
21764	100.0
21765	100.0
21766	100.0
21767	100.0
21768	100.0
21769	100.0
21770	100.0
21771	100.0
21772	100.0
21773	100.0
21774	100.0
21775	100.0
21776	100.0
21777	100.0
21778	100.0
21779	100.0
21780	100.0
21781	100.0
21782	100.0
21783	100.0
21784	100.0
21785	100.0
21786	100.0
21787	100.0
21788	100.0
21789	100.0
21790	100.0
21791	100.0
21792	100.0
21793	100.0
21794	100.0
21795	100.0
21796	100.0
21797	100.0
21798	100.0
21799	100.0
21800	100.0
21801	100.0
21802	100.0
21803	100.0
21804	100.0
21805	100.0
21806	100.0
21807	100.0
21808	100.0
21809	100.0
21810	100.0
21811	100.0
21812	100.0
21813	100.0
21814	100.0
21815	100.0
21816	100.0
21817	100.0
21818	100.0
21819	100.0
21820	100.0
21821	100.0
21822	100.0
21823	100.0
21824	100.0
21825	100.0
21826	100.0
21827	100.0
21828	100.0
21829	100.0
21830	100.0
21831	100.0
21832	100.0
21833	100.0
21834	100.0
21835	100.0
21836	100.0
21837	100.0
21838	100.0
21839	100.0
21840	100.0
21841	100.0
21842	100.0
21843	100.0
21844	100.0
21845	100.0
21846	100.0
21847	100.0
21848	100.0
21849	100.0
21850	100.0
21851	100.0
21852	100.0
21853	100.0
21854	100.0
21855	100.0
21856	100.0
21857	100.0
21858	100.0
21859	100.0
21860	100.0
21861	100.0
21862	100.0
21863	100.0
21864	100.0
21865	100.0
21866	100.0
21867	100.0
21868	100.0
21869	100.0
21870	100.0
21871	100.0
21872	100.0
21873	100.0
21874	100.0
21875	100.0
21876	100.0
21877	100.0
21878	100.0
21879	100.0
21880	100.0
21881	100.0
21882	100.0
21883	100.0
21884	100.0
21885	100.0
21886	100.0
21887	100.0
21888	100.0
21889	100.0
21890	100.0
21891	100.0
21892	100.0
21893	100.0
21894	100.0
21895	100.0
21896	100.0
21897	100.0
21898	100.0
21899	100.0
21900	100.0
21901	100.0
21902	100.0
21903	100.0
21904	100.0
21905	100.0
21906	100.0
21907	100.0
21908	100.0
21909	100.0
21910	100.0
21911	100.0
21912	100.0
21913	100.0
21914	100.0
21915	100.0
21916	100.0
21917	100.0
21918	100.0
21919	100.0
21920	100.0
21921	100.0
21922	100.0
21923	100.0
21924	100.0
21925	100.0
21926	100.0
21927	100.0
21928	100.0
21929	100.0
21930	100.0
21931	100.0
21932	100.0
21933	100.0
21934	100.0
21935	100.0
21936	100.0
21937	100.0
21938	100.0
21939	100.0
21940	100.0
21941	100.0
21942	100.0
21943	100.0
21944	100.0
21945	100.0
21946	100.0
21947	100.0
21948	100.0
21949	100.0
21950	100.0
21951	100.0
21952	100.0
21953	100.0
21954	100.0
21955	100.0
21956	100.0
21957	100.0
21958	100.0
21959	100.0
21960	100.0
21961	100.0
21962	100.0
21963	100.0
21964	100.0
21965	100.0
21966	100.0
21967	100.0
21968	100.0
21969	100.0
21970	100.0
21971	100.0
21972	100.0
21973	100.0
21974	100.0
21975	100.0
21976	100.0
21977	100.0
21978	100.0
21979	100.0
21980	100.0
21981	100.0
21982	100.0
21983	100.0
21984	100.0
21985	100.0
21986	100.0
21987	100.0
21988	100.0
21989	100.0
21990	100.0
21991	100.0
21992	100.0
21993	100.0
21994	100.0
21995	100.0
21996	100.0
21997	100.0
21998	100.0
21999	100.0
22000	100.0
22001	100.0
22002	100.0
22003	100.0
22004	100.0
22005	100.0
22006	100.0
22007	100.0
22008	100.0
22009	100.0
22010	100.0
22011	100.0
22012	100.0
22013	100.0
22014	100.0
22015	100.0
22016	100.0
22017	100.0
22018	100.0
22019	100.0
22020	100.0
22021	100.0
22022	100.0
22023	100.0
22024	100.0
22025	100.0
22026	100.0
22027	100.0
22028	100.0
22029	100.0
22030	100.0
22031	100.0
22032	100.0
22033	100.0
22034	100.0
22035	100.0
22036	100.0
22037	100.0
22038	100.0
22039	100.0
22040	100.0
22041	100.0
22042	100.0
22043	100.0
22044	100.0
22045	100.0
22046	100.0
22047	100.0
22048	100.0
22049	100.0
22050	100.0
22051	100.0
22052	100.0
22053	100.0
22054	100.0
22055	100.0
22056	100.0
22057	100.0
22058	100.0
22059	100.0
22060	100.0
22061	100.0
22062	100.0
22063	100.0
22064	100.0
22065	100.0
22066	100.0
22067	100.0
22068	100.0
22069	100.0
22070	100.0
22071	100.0
22072	100.0
22073	100.0
22074	100.0
22075	100.0
22076	100.0
22077	100.0
22078	100.0
22079	100.0
22080	100.0
22081	100.0
22082	100.0
22083	100.0
22084	100.0
22085	100.0
22086	100.0
22087	100.0
22088	100.0
22089	100.0
22090	100.0
22091	100.0
22092	100.0
22093	100.0
22094	100.0
22095	100.0
22096	100.0
22097	100.0
22098	100.0
22099	100.0
22100	100.0
22101	100.0
22102	100.0
22103	100.0
22104	100.0
22105	100.0
22106	100.0
22107	100.0
22108	100.0
22109	100.0
22110	100.0
22111	100.0
22112	100.0
22113	100.0
22114	100.0
22115	100.0
22116	100.0
22117	100.0
22118	100.0
22119	100.0
22120	100.0
22121	100.0
22122	100.0
22123	100.0
22124	100.0
22125	100.0
22126	100.0
22127	100.0
22128	100.0
22129	100.0
22130	100.0
22131	100.0
22132	100.0
22133	100.0
22134	100.0
22135	100.0
22136	100.0
22137	100.0
22138	100.0
22139	100.0
22140	100.0
22141	100.0
22142	100.0
22143	100.0
22144	100.0
22145	100.0
22146	100.0
22147	100.0
22148	100.0
22149	100.0
22150	100.0
22151	100.0
22152	100.0
22153	100.0
22154	100.0
22155	100.0
22156	100.0
22157	100.0
22158	100.0
22159	100.0
22160	100.0
22161	100.0
22162	100.0
22163	100.0
22164	100.0
22165	100.0
22166	100.0
22167	100.0
22168	100.0
22169	100.0
22170	100.0
22171	100.0
22172	100.0
22173	100.0
22174	100.0
22175	100.0
22176	100.0
22177	100.0
22178	100.0
22179	100.0
22180	100.0
22181	100.0
22182	100.0
22183	100.0
22184	100.0
22185	100.0
22186	100.0
22187	100.0
22188	100.0
22189	100.0
22190	100.0
22191	100.0
22192	100.0
22193	100.0
22194	100.0
22195	100.0
22196	100.0
22197	100.0
22198	100.0
22199	100.0
22200	100.0
22201	100.0
22202	100.0
22203	100.0
22204	100.0
22205	100.0
22206	100.0
22207	100.0
22208	100.0
22209	100.0
22210	100.0
22211	100.0
22212	100.0
22213	100.0
22214	100.0
22215	100.0
22216	100.0
22217	100.0
22218	100.0
22219	100.0
22220	100.0
22221	100.0
22222	100.0
22223	100.0
22224	100.0
22225	100.0
22226	100.0
22227	100.0
22228	100.0
22229	100.0
22230	100.0
22231	100.0
22232	100.0
22233	100.0
22234	100.0
22235	100.0
22236	100.0
22237	100.0
22238	100.0
22239	100.0
22240	100.0
22241	100.0
22242	100.0
22243	100.0
22244	100.0
22245	100.0
22246	100.0
22247	100.0
22248	100.0
22249	100.0
22250	100.0
22251	100.0
22252	100.0
22253	100.0
22254	100.0
22255	100.0
22256	100.0
22257	100.0
22258	100.0
22259	100.0
22260	100.0
22261	100.0
22262	100.0
22263	100.0
22264	100.0
22265	100.0
22266	100.0
22267	100.0
22268	100.0
22269	100.0
22270	100.0
22271	100.0
22272	100.0
22273	100.0
22274	100.0
22275	100.0
22276	100.0
22277	100.0
22278	100.0
22279	100.0
22280	100.0
22281	100.0
22282	100.0
22283	100.0
22284	100.0
22285	100.0
22286	100.0
22287	100.0
22288	100.0
22289	100.0
22290	100.0
22291	100.0
22292	100.0
22293	100.0
22294	100.0
22295	100.0
22296	100.0
22297	100.0
22298	100.0
22299	100.0
22300	100.0
22301	100.0
22302	100.0
22303	100.0
22304	100.0
22305	100.0
22306	100.0
22307	100.0
22308	100.0
22309	100.0
22310	100.0
22311	100.0
22312	100.0
22313	100.0
22314	100.0
22315	100.0
22316	100.0
22317	100.0
22318	100.0
22319	100.0
22320	100.0
22321	100.0
22322	100.0
22323	100.0
22324	100.0
22325	100.0
22326	100.0
22327	100.0
22328	100.0
22329	100.0
22330	100.0
22331	100.0
22332	100.0
22333	100.0
22334	100.0
22335	100.0
22336	100.0
22337	100.0
22338	100.0
22339	100.0
22340	100.0
22341	100.0
22342	100.0
22343	100.0
22344	100.0
22345	100.0
22346	100.0
22347	100.0
22348	100.0
22349	100.0
22350	100.0
22351	100.0
22352	100.0
22353	100.0
22354	100.0
22355	100.0
22356	100.0
22357	100.0
22358	100.0
22359	100.0
22360	100.0
22361	100.0
22362	100.0
22363	100.0
22364	100.0
22365	100.0
22366	100.0
22367	100.0
22368	100.0
22369	100.0
22370	100.0
22371	100.0
22372	100.0
22373	100.0
22374	100.0
22375	100.0
22376	100.0
22377	100.0
22378	100.0
22379	100.0
22380	100.0
22381	100.0
22382	100.0
22383	100.0
22384	100.0
22385	100.0
22386	100.0
22387	100.0
22388	100.0
22389	100.0
22390	100.0
22391	100.0
22392	100.0
22393	100.0
22394	100.0
22395	100.0
22396	100.0
22397	100.0
22398	100.0
22399	100.0
22400	100.0
22401	100.0
22402	100.0
22403	100.0
22404	100.0
22405	100.0
22406	100.0
22407	100.0
22408	100.0
22409	100.0
22410	100.0
22411	100.0
22412	100.0
22413	100.0
22414	100.0
22415	100.0
22416	100.0
22417	100.0
22418	100.0
22419	100.0
22420	100.0
22421	100.0
22422	100.0
22423	100.0
22424	100.0
22425	100.0
22426	100.0
22427	100.0
22428	100.0
22429	100.0
22430	100.0
22431	100.0
22432	100.0
22433	100.0
22434	100.0
22435	100.0
22436	100.0
22437	100.0
22438	100.0
22439	100.0
22440	100.0
22441	100.0
22442	100.0
22443	100.0
22444	100.0
22445	100.0
22446	100.0
22447	100.0
22448	100.0
22449	100.0
22450	100.0
22451	100.0
22452	100.0
22453	100.0
22454	100.0
22455	100.0
22456	100.0
22457	100.0
22458	100.0
22459	100.0
22460	100.0
22461	100.0
22462	100.0
22463	100.0
22464	100.0
22465	100.0
22466	100.0
22467	100.0
22468	100.0
22469	100.0
22470	100.0
22471	100.0
22472	100.0
22473	100.0
22474	100.0
22475	100.0
22476	100.0
22477	100.0
22478	100.0
22479	100.0
22480	100.0
22481	100.0
22482	100.0
22483	100.0
22484	100.0
22485	100.0
22486	100.0
22487	100.0
22488	100.0
22489	100.0
22490	100.0
22491	100.0
22492	100.0
22493	100.0
22494	100.0
22495	100.0
22496	100.0
22497	100.0
22498	100.0
22499	100.0
22500	100.0
22501	100.0
22502	100.0
22503	100.0
22504	100.0
22505	100.0
22506	100.0
22507	100.0
22508	100.0
22509	100.0
22510	100.0
22511	100.0
22512	100.0
22513	100.0
22514	100.0
22515	100.0
22516	100.0
22517	100.0
22518	100.0
22519	100.0
22520	100.0
22521	100.0
22522	100.0
22523	100.0
22524	100.0
22525	100.0
22526	100.0
22527	100.0
